Date,Hard,Medium,Easy
2027-12-10,5053,1630,3318
2027-12-11,3382,6849,3299
2027-12-12,666,7648,1408
2027-12-13,278,1820,818
2027-12-14,3745,5974,3682
2027-12-15,584,5776,702
2027-12-16,8708,3845,1255
2027-12-17,9344,9478,7822
2027-12-18,6234,1927,505
2027-12-19,2825,6860,6788
2027-12-20,9837,8109,7752
2027-12-21,1544,3505,4648
2027-12-22,5892,3085,9201
2027-12-23,3152,2233,9665
2027-12-24,941,398,4077
2027-12-25,3010,2683,6070
2027-12-26,700,6851,6745
2027-12-27,4055,7066,8357
2027-12-28,2356,9681,4660
2027-12-29,1513,8509,177
2027-12-30,8067,8784,4972
2027-12-31,1856,8570,4898
2028-01-01,1334,6757,5574
2028-01-02,5094,8304,603
2028-01-03,6739,9825,1025
2028-01-04,3607,1106,6597
2028-01-05,5119,6678,5610
2028-01-06,7334,9652,8955
2028-01-07,8561,8929,2868
2028-01-08,7809,5356,2464
2028-01-09,9151,1340,7188
2028-01-10,2953,35,4870
2028-01-11,2347,2239,9564
2028-01-12,4547,9383,6854
2028-01-13,3211,8720,8221
2028-01-14,5625,607,277
2028-01-15,6311,208,6823
2028-01-16,5495,2357,513
2028-01-17,7310,2083,9633
2028-01-18,2437,7418,6809
2028-01-19,1239,4929,6963
2028-01-20,5182,6058,8063
2028-01-21,198,4442,1376
2028-01-22,273,9498,2010
2028-01-23,3583,8517,7324
2028-01-24,1510,5920,2794
2028-01-25,4159,2085,3980
2028-01-26,885,1683,2188
2028-01-27,9899,7224,7605
2028-01-28,5026,9894,5769
2028-01-29,775,7613,3178
2028-01-30,4054,687,3287
2028-01-31,8389,4137,28
2028-02-01,284,6328,4005
2028-02-02,6468,8702,7391
2028-02-03,2601,1740,613
2028-02-04,3775,2987,1102
2028-02-05,2457,1440,6631
2028-02-06,4785,6418,2508
2028-02-07,809,7644,6034
2028-02-08,5906,2702,9006
2028-02-09,1641,977,7229
2028-02-10,4530,6566,2539
2028-02-11,2415,2581,5011
2028-02-12,3458,9049,1234
2028-02-13,5150,2982,1621
2028-02-14,9224,6919,5636
2028-02-15,1448,9605,5569
2028-02-16,7567,8039,2427
2028-02-17,2858,3424,8262
2028-02-18,7732,5140,5288
2028-02-19,996,8462,8945
2028-02-20,8905,8341,975
2028-02-21,4419,6665,1328
2028-02-22,1917,2467,2083
2028-02-23,4681,8171,5446
2028-02-24,7361,9194,447
2028-02-25,3219,5615,4925
2028-02-26,5220,1988,3942
2028-02-27,8637,2170,1567
2028-02-28,2007,6373,173
2028-02-29,9456,7422,1812
2028-03-01,8255,5420,5926
2028-03-02,2504,1861,5711
2028-03-03,7272,3342,1595
2028-03-04,9699,9689,4886
2028-03-05,5447,19,8713
2028-03-06,1333,8051,4139
2028-03-07,3845,9898,9720
2028-03-08,2775,1920,6792
2028-03-09,3597,7546,5972
2028-03-10,4855,3650,7958
2028-03-11,1275,9392,3929
2028-03-12,3918,8639,6603
2028-03-13,153,8587,8806
2028-03-14,1900,5282,7118
2028-03-15,2123,7512,344
2028-03-16,5496,9743,9224
2028-03-17,7444,4493,886
2028-03-18,4809,7342,5770
2028-03-19,3235,415,3961
2028-03-20,4467,8430,8298
2028-03-21,3556,3012,3797
2028-03-22,1821,1258,4950
2028-03-23,985,3297,5455
2028-03-24,4598,8544,4662
2028-03-25,6827,5418,2568
2028-03-26,7833,5252,7428
2028-03-27,51,4966,9033
2028-03-28,5751,3577,7150
2028-03-29,6417,2234,9947
2028-03-30,7012,9933,372
2028-03-31,5401,3887,5209
2028-04-01,8893,6113,1998
2028-04-02,6384,6929,1499
2028-04-03,9671,1835,9301
2028-04-04,9710,2656,5126
2028-04-05,1985,9361,6800
2028-04-06,2511,7749,6725
2028-04-07,3635,9913,117
2028-04-08,8385,4398,3245
2028-04-09,2852,5470,80
2028-04-10,130,1865,7623
2028-04-11,2954,8021,2091
2028-04-12,3878,7727,1649
2028-04-13,7288,147,3815
2028-04-14,7347,7961,7937
2028-04-15,1546,7877,5305
2028-04-16,1240,292,9425
2028-04-17,9265,7507,2818
2028-04-18,2891,7313,9404
2028-04-19,2103,3798,2878
2028-04-20,9529,5290,5202
2028-04-21,7402,1720,4085
2028-04-22,6571,4637,5062
2028-04-23,4068,5593,2928
2028-04-24,4640,7135,9092
2028-04-25,431,4865,7190
2028-04-26,6534,6503,5379
2028-04-27,6528,5811,3184
2028-04-28,3194,6212,1767
2028-04-29,564,3660,2269
2028-04-30,346,7891,8253
2028-05-01,2251,5260,7806
2028-05-02,4800,5100,9406
2028-05-03,6744,6111,4550
2028-05-04,8716,5363,6943
2028-05-05,2476,6442,1873
2028-05-06,9704,5291,2025
2028-05-07,7872,1245,398
2028-05-08,1213,5791,3352
2028-05-09,9577,4784,6679
2028-05-10,7715,2909,4473
2028-05-11,4286,2086,4588
2028-05-12,3372,8861,6414
2028-05-13,1630,1083,7083
2028-05-14,6511,5103,5055
2028-05-15,604,4708,9213
2028-05-16,754,2992,9065
2028-05-17,1657,5630,9401
2028-05-18,2005,1782,5164
2028-05-19,8869,2535,1989
2028-05-20,1489,7714,3388
2028-05-21,7875,5850,62
2028-05-22,9382,6095,3172
2028-05-23,4156,507,8140
2028-05-24,554,534,9877
2028-05-25,7140,604,7963
2028-05-26,4171,7045,5986
2028-05-27,8512,4710,5602
2028-05-28,637,1038,4323
2028-05-29,2182,3529,9685
2028-05-30,1136,5515,7740
2028-05-31,1152,2380,3904
2028-06-01,8837,9045,3510
2028-06-02,9369,9858,697
2028-06-03,8428,5683,1650
2028-06-04,6004,7238,2817
2028-06-05,8413,5782,7000
2028-06-06,5848,4887,7366
2028-06-07,9656,1409,7779
2028-06-08,2563,6949,8841
2028-06-09,1508,4288,4128
2028-06-10,1905,2565,8181
2028-06-11,1497,7608,3434
2028-06-12,7293,4329,5029
2028-06-13,7824,832,7770
2028-06-14,970,2528,8155
2028-06-15,6314,6149,1069
2028-06-16,1521,6920,1365
2028-06-17,5005,5085,3198
2028-06-18,1452,6292,716
2028-06-19,9876,2413,6668
2028-06-20,4889,8535,3597
2028-06-21,475,4629,2850
2028-06-22,5056,9806,9656
2028-06-23,4188,6928,9702
2028-06-24,6006,6290,3870
2028-06-25,2271,6468,9049
2028-06-26,2512,518,9587
2028-06-27,9336,1759,8651
2028-06-28,852,2065,7239
2028-06-29,7788,9625,9680
2028-06-30,6983,3384,8850
2028-07-01,4765,9223,4058
2028-07-02,8840,8970,3745
2028-07-03,1797,8177,4592
2028-07-04,9613,3610,2880
2028-07-05,4531,7214,8008
2028-07-06,6136,2540,5782
2028-07-07,2242,640,4101
2028-07-08,1672,5371,3687
2028-07-09,9662,7538,209
2028-07-10,5853,4167,8922
2028-07-11,3571,1313,4340
2028-07-12,5297,1214,7777
2028-07-13,603,9672,5608
2028-07-14,5403,3459,6150
2028-07-15,5246,668,3048
2028-07-16,9733,2701,6939
2028-07-17,9630,334,889
2028-07-18,8077,5597,8126
2028-07-19,5299,6582,409
2028-07-20,4557,3436,3973
2028-07-21,8295,3804,3108
2028-07-22,6201,7674,8758
2028-07-23,7512,8827,3837
2028-07-24,3784,101,1943
2028-07-25,8548,3506,5833
2028-07-26,7730,2352,7959
2028-07-27,9131,2975,2274
2028-07-28,2893,2697,5966
2028-07-29,2062,8081,3382
2028-07-30,4833,4215,1655
2028-07-31,5538,3114,6658
2028-08-01,32,3670,7486
2028-08-02,3821,8484,579
2028-08-03,6723,3256,1569
2028-08-04,1726,4055,8336
2028-08-05,1680,9784,8548
2028-08-06,3529,1095,4444
2028-08-07,9184,9643,7056
2028-08-08,111,3307,5801
2028-08-09,2177,226,943
2028-08-10,3830,5150,1324
2028-08-11,956,9594,310
2028-08-12,7530,2355,5068
2028-08-13,7292,7694,4036
2028-08-14,3533,7183,3818
2028-08-15,1671,8273,5087
2028-08-16,7023,1671,7762
2028-08-17,2829,1117,5800
2028-08-18,3657,2880,1626
2028-08-19,2597,3980,5239
2028-08-20,3929,8241,3738
2028-08-21,2589,6931,6397
2028-08-22,6261,7008,7794
2028-08-23,7294,8601,2079
2028-08-24,332,5053,3094
2028-08-25,857,6854,7075
2028-08-26,3552,7946,5046
2028-08-27,7712,9764,7957
2028-08-28,3729,5990,7668
2028-08-29,3405,5306,2944
2028-08-30,4715,1056,9942
2028-08-31,2819,3335,7839
2028-09-01,4175,9448,8290
2028-09-02,8872,7373,7007
2028-09-03,827,337,8657
2028-09-04,1318,4375,3722
2028-09-05,7479,4589,6707
2028-09-06,2720,7218,2961
2028-09-07,9374,3824,961
2028-09-08,6953,7930,8739
2028-09-09,4548,1323,9873
2028-09-10,4635,6333,6719
2028-09-11,5822,2955,9666
2028-09-12,9676,5694,5889
2028-09-13,6864,1800,555
2028-09-14,986,9358,1494
2028-09-15,9298,319,9253
2028-09-16,4838,1512,5195
2028-09-17,9502,5336,7405
2028-09-18,9094,6646,1286
2028-09-19,7608,6988,1815
2028-09-20,5414,9523,9014
2028-09-21,5301,8561,3998
2028-09-22,8911,2859,4168
2028-09-23,7677,9546,6724
2028-09-24,8565,7004,6116
2028-09-25,6061,6305,860
2028-09-26,4270,132,5844
2028-09-27,9639,3176,4704
2028-09-28,4405,638,6278
2028-09-29,128,7892,7552
2028-09-30,6054,8590,9158
2028-10-01,8048,9246,2317
2028-10-02,146,231,3091
2028-10-03,521,2458,6622
2028-10-04,1011,1642,90
2028-10-05,9548,5327,5386
2028-10-06,2765,3920,4937
2028-10-07,8379,7536,8446
2028-10-08,1529,9597,6599
2028-10-09,5302,8415,4629
2028-10-10,7719,7517,5342
2028-10-11,8523,9398,5807
2028-10-12,9666,8520,4016
2028-10-13,959,7425,8233
2028-10-14,7105,9120,5787
2028-10-15,265,6554,9248
2028-10-16,4937,9587,1999
2028-10-17,8626,3357,6149
2028-10-18,7384,9170,9687
2028-10-19,662,9072,1881
2028-10-20,6740,2144,8921
2028-10-21,1994,9912,8443
2028-10-22,7493,2073,3834
2028-10-23,8987,8399,3369
2028-10-24,9185,2477,5234
2028-10-25,3014,1962,6546
2028-10-26,5256,6143,2811
2028-10-27,5088,9001,9286
2028-10-28,9556,7027,3490
2028-10-29,5388,9496,6700
2028-10-30,9449,9150,4364
2028-10-31,4805,6460,1277
2028-11-01,2655,8095,2544
2028-11-02,8221,645,7663
2028-11-03,3472,1805,2428
2028-11-04,5281,4216,8404
2028-11-05,3258,6222,5761
2028-11-06,9302,6248,3592
2028-11-07,8416,6558,2605
2028-11-08,8623,814,7733
2028-11-09,7914,2953,7180
2028-11-10,2531,9067,8057
2028-11-11,930,1167,7492
2028-11-12,2820,1764,6041
2028-11-13,9047,1097,6139
2028-11-14,6766,3542,729
2028-11-15,6728,8871,4086
2028-11-16,3677,9306,1589
2028-11-17,6945,8298,4529
2028-11-18,6610,6501,6406
2028-11-19,5667,6520,1809
2028-11-20,6652,1980,2980
2028-11-21,5574,3414,6927
2028-11-22,727,7592,4642
2028-11-23,8799,7311,1077
2028-11-24,133,6337,9712
2028-11-25,9161,3322,5363
2028-11-26,4763,6912,2253
2028-11-27,5739,6496,3132
2028-11-28,4070,2900,7184
2028-11-29,3358,3509,2155
2028-11-30,3906,3609,2645
2028-12-01,6214,5370,9462
2028-12-02,9160,8809,6775
2028-12-03,9514,4272,7264
2028-12-04,1002,1680,2484
2028-12-05,2861,4658,237
2028-12-06,3050,9538,7904
2028-12-07,8149,1645,6246
2028-12-08,6947,4774,3843
2028-12-09,4796,6953,2528
2028-12-10,6241,9420,136
2028-12-11,2151,2752,9140
2028-12-12,4508,1209,6021
2028-12-13,1038,5537,4737
2028-12-14,5258,5440,1570
2028-12-15,9283,4210,8442
2028-12-16,6803,6386,2436
2028-12-17,2172,4907,5656
2028-12-18,3748,8413,211
2028-12-19,2854,5106,9192
2028-12-20,526,3403,3862
2028-12-21,4392,1447,8859
2028-12-22,9235,1191,7719
2028-12-23,7574,1984,6100
2028-12-24,5633,7856,3895
2028-12-25,4164,6357,6019
2028-12-26,1537,8955,4443
2028-12-27,7743,5913,2281
2028-12-28,8894,3371,9296
2028-12-29,5321,6611,160
2028-12-30,7960,2630,7181
2028-12-31,5226,262,2922
2029-01-01,8372,7003,4571
2029-01-02,5514,2769,341
2029-01-03,1687,8175,9861
2029-01-04,5583,3002,4553
2029-01-05,9135,5751,6119
2029-01-06,425,8067,4428
2029-01-07,3368,7742,957
2029-01-08,5033,5499,4808
2029-01-09,4448,1309,9724
2029-01-10,8212,6518,692
2029-01-11,2677,8980,3985
2029-01-12,7455,8731,5890
2029-01-13,2372,6837,7276
2029-01-14,4823,2853,4424
2029-01-15,5650,4097,4800
2029-01-16,2293,8041,7850
2029-01-17,4605,2728,1137
2029-01-18,6524,1024,3327
2029-01-19,6615,5235,8667
2029-01-20,609,2826,5221
2029-01-21,913,8753,2730
2029-01-22,6363,9314,1089
2029-01-23,1964,7395,7417
2029-01-24,6013,2892,5763
2029-01-25,579,7956,6413
2029-01-26,1057,1423,338
2029-01-27,4949,3779,7406
2029-01-28,2089,8252,5742
2029-01-29,6776,7978,1777
2029-01-30,7367,7801,6048
2029-01-31,7113,6259,9679
2029-02-01,7596,6023,1897
2029-02-02,5141,1970,7032
2029-02-03,9757,83,60
2029-02-04,4292,8007,4630
2029-02-05,7899,5665,8794
2029-02-06,3605,8766,7066
2029-02-07,2378,6195,9200
2029-02-08,3379,1823,4184
2029-02-09,1839,8083,8367
2029-02-10,4920,6823,3468
2029-02-11,7172,3471,1006
2029-02-12,4421,1463,4941
2029-02-13,3363,4424,2703
2029-02-14,7588,1655,3386
2029-02-15,7129,9731,2486
2029-02-16,7724,2479,1502
2029-02-17,9931,9339,2371
2029-02-18,8594,2704,4601
2029-02-19,4422,1050,1648
2029-02-20,3360,9935,7666
2029-02-21,4815,2168,8431
2029-02-22,5570,1982,7910
2029-02-23,8591,3893,6281
2029-02-24,195,7315,9430
2029-02-25,5779,8407,2478
2029-02-26,1562,8912,1586
2029-02-27,7299,7522,9325
2029-02-28,9607,3126,4305
2029-03-01,9571,2908,754
2029-03-02,5930,9097,766
2029-03-03,4694,286,7275
2029-03-04,4646,8192,7086
2029-03-05,2494,9399,4528
2029-03-06,5092,9904,3258
2029-03-07,1402,9387,4919
2029-03-08,4803,1126,7433
2029-03-09,9095,1305,7837
2029-03-10,7242,4645,7983
2029-03-11,298,3216,9216
2029-03-12,6783,2541,7084
2029-03-13,2522,248,901
2029-03-14,5702,3016,5809
2029-03-15,5223,3155,2217
2029-03-16,64,3555,4867
2029-03-17,3538,5460,4905
2029-03-18,4959,9980,4805
2029-03-19,4089,5033,466
2029-03-20,157,5643,1848
2029-03-21,4325,2896,9542
2029-03-22,3711,7535,2549
2029-03-23,4046,8618,7261
2029-03-24,4988,9303,7281
2029-03-25,2750,4733,5651
2029-03-26,5118,2720,5245
2029-03-27,7121,3649,3524
2029-03-28,7787,7521,3816
2029-03-29,3452,5019,8238
2029-03-30,1847,4445,7244
2029-03-31,3755,692,4303
2029-04-01,3685,1254,329
2029-04-02,6231,6836,6199
2029-04-03,3059,4602,2360
2029-04-04,3069,7569,4564
2029-04-05,4012,688,4026
2029-04-06,5870,469,3069
2029-04-07,3118,4531,6183
2029-04-08,7034,2425,6432
2029-04-09,2552,7819,3223
2029-04-10,3673,6770,236
2029-04-11,4728,2365,1110
2029-04-12,6917,3303,7217
2029-04-13,9875,1840,1665
2029-04-14,1592,7595,2425
2029-04-15,931,9201,3499
2029-04-16,4066,1795,2306
2029-04-17,2714,7421,9827
2029-04-18,7502,3198,7942
2029-04-19,8362,3089,546
2029-04-20,1981,6647,3724
2029-04-21,1927,7972,2112
2029-04-22,8826,2193,2586
2029-04-23,2741,7784,9378
2029-04-24,2273,6406,4673
2029-04-25,9219,2744,848
2029-04-26,4720,7306,7744
2029-04-27,1860,5880,4788
2029-04-28,2368,37,1704
2029-04-29,6310,27,5941
2029-04-30,5644,8830,5338
2029-05-01,4317,8198,3332
2029-05-02,4205,2279,4645
2029-05-03,6268,1481,7695
2029-05-04,3403,6083,3292
2029-05-05,7358,3249,3646
2029-05-06,1313,7612,1285
2029-05-07,920,3773,8781
2029-05-08,3151,5802,6982
2029-05-09,6412,9875,3404
2029-05-10,3636,1267,5263
2029-05-11,7298,5446,2518
2029-05-12,7987,4566,497
2029-05-13,992,8571,6620
2029-05-14,3333,1496,1356
2029-05-15,8951,5738,6540
2029-05-16,1679,655,4697
2029-05-17,5189,9673,4963
2029-05-18,4546,280,1981
2029-05-19,4358,6641,4679
2029-05-20,8811,7402,8090
2029-05-21,7521,6703,6579
2029-05-22,2690,6072,4304
2029-05-23,8663,662,6850
2029-05-24,5564,2663,3750
2029-05-25,1287,2288,4041
2029-05-26,8431,9947,6384
2029-05-27,1100,7079,7976
2029-05-28,8102,1207,1432
2029-05-29,4607,6802,2578
2029-05-30,7537,9299,8836
2029-05-31,9018,4574,1811
2029-06-01,5665,206,4406
2029-06-02,6026,2661,1274
2029-06-03,3040,8643,2016
2029-06-04,9807,997,5927
2029-06-05,8828,1997,1556
2029-06-06,4549,6154,2651
2029-06-07,288,4747,8551
2029-06-08,2198,5445,7657
2029-06-09,8409,6472,2777
2029-06-10,1969,268,6510
2029-06-11,7436,871,9411
2029-06-12,1988,4850,8700
2029-06-13,5081,5807,1320
2029-06-14,2075,4218,9782
2029-06-15,5859,9282,3367
2029-06-16,2866,8408,6445
2029-06-17,2226,5429,3557
2029-06-18,7259,3875,4625
2029-06-19,1595,8317,2139
2029-06-20,9768,3432,9016
2029-06-21,6116,1605,2870
2029-06-22,6899,6916,8066
2029-06-23,9697,784,4260
2029-06-24,5456,2709,6743
2029-06-25,8378,3479,8966
2029-06-26,599,2067,994
2029-06-27,706,9778,887
2029-06-28,1071,3847,6127
2029-06-29,9672,5449,7319
2029-06-30,2786,8782,1520
2029-07-01,5527,4863,2988
2029-07-02,6430,8452,1363
2029-07-03,6012,6235,8325
2029-07-04,3502,7527,7522
2029-07-05,8913,1465,8644
2029-07-06,8782,2131,1090
2029-07-07,506,8837,5846
2029-07-08,6484,7443,9254
2029-07-09,3076,317,7897
2029-07-10,3986,6094,36
2029-07-11,1380,9896,1195
2029-07-12,3959,1987,4998
2029-07-13,6119,6911,2184
2029-07-14,2869,3048,9083
2029-07-15,2680,8961,9227
2029-07-16,9813,9304,7016
2029-07-17,3932,4407,288
2029-07-18,8017,9744,524
2029-07-19,3881,6284,5584
2029-07-20,7638,2925,1521
2029-07-21,5836,3361,5347
2029-07-22,7773,1426,1151
2029-07-23,2814,261,4399
2029-07-24,115,5047,2900
2029-07-25,9968,6048,610
2029-07-26,9371,2039,9261
2029-07-27,6635,3052,6897
2029-07-28,6027,9307,8046
2029-07-29,3459,2066,721
2029-07-30,7462,9138,5885
2029-07-31,5604,1807,3425
2029-08-01,2913,8070,8343
2029-08-02,2348,3112,7291
2029-08-03,5069,4943,2866
2029-08-04,2591,5899,2258
2029-08-05,8226,8539,2307
2029-08-06,4768,6666,5175
2029-08-07,7416,585,3253
2029-08-08,7544,739,8728
2029-08-09,127,5752,7513
2029-08-10,7693,5894,1332
2029-08-11,5298,8947,3587
2029-08-12,8486,3690,4851
2029-08-13,2911,6150,3025
2029-08-14,5533,4262,7462
2029-08-15,6260,3586,4174
2029-08-16,9136,9127,9523
2029-08-17,7546,1949,3170
2029-08-18,3767,6634,1585
2029-08-19,2949,4635,5992
2029-08-20,4778,2726,1141
2029-08-21,8823,3028,4055
2029-08-22,6717,5337,2881
2029-08-23,6288,7885,74
2029-08-24,6072,694,15
2029-08-25,5177,4357,8353
2029-08-26,6473,3596,2298
2029-08-27,9986,1615,699
2029-08-28,7527,1777,8448
2029-08-29,4631,1385,3206
2029-08-30,4625,5741,1400
2029-08-31,571,7437,7001
2029-09-01,1863,1627,7153
2029-09-02,6722,8953,2187
2029-09-03,4835,4453,4479
2029-09-04,6605,1940,1682
2029-09-05,9903,3447,5089
2029-09-06,8621,8972,6267
2029-09-07,5336,2295,4357
2029-09-08,3366,7528,9380
2029-09-09,4995,2109,3059
2029-09-10,5036,1026,1275
2029-09-11,2619,6015,6235
2029-09-12,1155,3120,6012
2029-09-13,710,5704,243
2029-09-14,9707,4585,1189
2029-09-15,5085,7520,7685
2029-09-16,4105,2696,6234
2029-09-17,7234,9816,8554
2029-09-18,7635,1304,2497
2029-09-19,7164,5376,4844
2029-09-20,2469,9813,2405
2029-09-21,4093,253,8167
2029-09-22,1292,1420,8472
2029-09-23,9001,8301,9491
2029-09-24,6664,789,896
2029-09-25,6732,639,4469
2029-09-26,8524,8886,1127
2029-09-27,7970,6655,359
2029-09-28,9785,2128,2574
2029-09-29,4794,8477,550
2029-09-30,2524,6272,5659
2029-10-01,939,2021,9344
2029-10-02,8744,7818,6840
2029-10-03,5135,5687,3907
2029-10-04,9657,116,7250
2029-10-05,8711,6508,2195
2029-10-06,3047,9180,6896
2029-10-07,6998,2230,4045
2029-10-08,8919,5783,3361
2029-10-09,1933,3101,8924
2029-10-10,4780,5361,9375
2029-10-11,6515,3836,1206
2029-10-12,9720,3324,3782
2029-10-13,6205,2608,9658
2029-10-14,3910,4522,5554
2029-10-15,8471,9797,5598
2029-10-16,381,372,7392
2029-10-17,5528,9810,2600
2029-10-18,9555,4921,3967
2029-10-19,8040,6226,5914
2029-10-20,9508,5945,2825
2029-10-21,1325,5835,5086
2029-10-22,7754,9976,5486
2029-10-23,46,4440,8397
2029-10-24,331,3808,4284
2029-10-25,5982,6869,6813
2029-10-26,4946,4533,5073
2029-10-27,1779,3281,5115
2029-10-28,7312,7551,5213
2029-10-29,9691,4363,2043
2029-10-30,9238,1088,1390
2029-10-31,9223,7943,4768
2029-11-01,3824,7330,4252
2029-11-02,2890,1664,8035
2029-11-03,9008,9341,5817
2029-11-04,8700,9749,6097
2029-11-05,2093,5404,1582
2029-11-06,8488,2774,9058
2029-11-07,59,6399,2001
2029-11-08,3074,9397,4759
2029-11-09,5197,7321,4799
2029-11-10,6627,1543,1074
2029-11-11,5287,6817,9210
2029-11-12,5586,8068,3993
2029-11-13,5455,4261,5631
2029-11-14,4065,4153,6947
2029-11-15,3204,4751,1974
2029-11-16,7720,6000,3226
2029-11-17,262,7875,2198
2029-11-18,8439,1182,7597
2029-11-19,8172,2820,373
2029-11-20,4511,5147,4173
2029-11-21,3944,1441,7720
2029-11-22,7329,7448,1201
2029-11-23,8010,5251,8969
2029-11-24,5833,9963,798
2029-11-25,7572,3942,8905
2029-11-26,9002,8405,8044
2029-11-27,1784,3272,8289
2029-11-28,8292,1847,4614
2029-11-29,6040,2290,4566
2029-11-30,4749,960,3208
2029-12-01,5807,6177,8615
2029-12-02,3719,7598,6434
2029-12-03,62,8329,2751
2029-12-04,1485,5859,2446
2029-12-05,2066,1070,7241
2029-12-06,3088,3594,905
2029-12-07,9516,4044,2792
2029-12-08,7885,1935,732
2029-12-09,35,1801,2029
2029-12-10,2004,8142,2898
2029-12-11,9233,5120,6248
2029-12-12,3834,700,4826
2029-12-13,8218,3390,4576
2029-12-14,999,1377,1098
2029-12-15,5420,8978,9750
2029-12-16,5967,3090,856
2029-12-17,7335,4884,7062
2029-12-18,5477,9414,9449
2029-12-19,6905,2546,2296
2029-12-20,6161,2010,5496
2029-12-21,398,3979,6908
2029-12-22,5165,7988,1339
2029-12-23,9064,9940,2514
2029-12-24,6940,8749,5891
2029-12-25,9646,5168,1517
2029-12-26,9603,9457,6259
2029-12-27,5254,2602,9889
2029-12-28,7977,5803,8217
2029-12-29,2421,2906,4680
2029-12-30,2500,2040,5278
2029-12-31,4383,2403,9446
2030-01-01,2323,7347,5230
2030-01-02,7904,383,9992
2030-01-03,8329,5373,8003
2030-01-04,6989,2984,8206
2030-01-05,1842,2013,8689
2030-01-06,1667,7762,7411
2030-01-07,7863,9129,3117
2030-01-08,9038,1923,690
2030-01-09,7271,6857,3894
2030-01-10,5820,9419,8506
2030-01-11,3030,5799,6231
2030-01-12,6470,4475,2947
2030-01-13,3624,806,1983
2030-01-14,4101,2549,4994
2030-01-15,6167,2650,9141
2030-01-16,8720,8685,3136
2030-01-17,3181,3004,6750
2030-01-18,6151,3900,4837
2030-01-19,6239,12,2182
2030-01-20,9825,7957,7323
2030-01-21,1314,742,4587
2030-01-22,8806,480,9395
2030-01-23,5369,6247,2905
2030-01-24,7583,8527,5499
2030-01-25,2576,2673,4154
2030-01-26,552,3840,1055
2030-01-27,9901,6987,1202
2030-01-28,8051,4263,1997
2030-01-29,2157,4076,6206
2030-01-30,3135,1998,7602
2030-01-31,7152,8080,5679
2030-02-01,4004,7033,3100
2030-02-02,2298,7346,9346
2030-02-03,8736,4698,6968
2030-02-04,1646,7144,1928
2030-02-05,4377,6882,1100
2030-02-06,6018,1763,1381
2030-02-07,732,85,5604
2030-02-08,5219,8902,2919
2030-02-09,9388,4358,9433
2030-02-10,3539,6570,6648
2030-02-11,5713,5960,146
2030-02-12,9419,1926,8632
2030-02-13,9132,8855,5188
2030-02-14,9138,153,5538
2030-02-15,9925,6746,6492
2030-02-16,1244,2998,9821
2030-02-17,7937,3666,3147
2030-02-18,1041,1273,8498
2030-02-19,2585,8396,7906
2030-02-20,5273,2130,4082
2030-02-21,8231,2682,987
2030-02-22,551,758,9041
2030-02-23,9407,5953,4121
2030-02-24,9427,1786,1283
2030-02-25,8659,4168,2040
2030-02-26,5740,1803,4606
2030-02-27,5368,5876,1448
2030-02-28,1866,5932,4889
2030-03-01,7445,6446,9535
2030-03-02,7142,6993,3701
2030-03-03,4867,1589,7705
2030-03-04,8008,8708,3228
2030-03-05,6200,6412,5312
2030-03-06,9120,7272,9466
2030-03-07,2043,4683,193
2030-03-08,8038,7078,149
2030-03-09,178,709,7381
2030-03-10,7055,2373,1386
2030-03-11,9973,9611,3887
2030-03-12,2465,6168,3213
2030-03-13,9350,892,6354
2030-03-14,4979,3669,6805
2030-03-15,1629,1705,2406
2030-03-16,8508,7634,7888
2030-03-17,1070,6409,6595
2030-03-18,4426,3329,3541
2030-03-19,2847,4703,4819
2030-03-20,82,7225,1542
2030-03-21,4899,8359,7436
2030-03-22,8709,4990,5487
2030-03-23,3037,7126,3855
2030-03-24,5960,4557,7514
2030-03-25,4129,5225,3063
2030-03-26,9402,6140,6590
2030-03-27,2669,8951,365
2030-03-28,1363,6445,7949
2030-03-29,8279,452,4830
2030-03-30,9736,5206,5402
2030-03-31,1019,8437,9445
2030-04-01,600,5640,4995
2030-04-02,2388,8925,3433
2030-04-03,8069,5101,6043
2030-04-04,5621,3646,861
2030-04-05,1289,3759,3202
2030-04-06,1257,5055,8675
2030-04-07,7950,7024,4872
2030-04-08,4376,8936,2562
2030-04-09,1157,7914,2813
2030-04-10,8106,9372,8096
2030-04-11,7066,3454,4236
2030-04-12,7158,250,6143
2030-04-13,9940,2157,1515
2030-04-14,4214,2223,9910
2030-04-15,9738,2094,4690
2030-04-16,7461,992,5664
2030-04-17,8560,8765,4329
2030-04-18,8788,6622,8224
2030-04-19,5145,5457,6307
2030-04-20,1469,368,2755
2030-04-21,9159,7691,4504
2030-04-22,2124,6032,2760
2030-04-23,1277,5216,3504
2030-04-24,1633,8983,81
2030-04-25,6804,1947,3250
2030-04-26,3092,5212,6486
2030-04-27,5521,3261,1124
2030-04-28,8500,7889,375
2030-04-29,2302,7014,7940
2030-04-30,4935,9237,4427
2030-05-01,4395,7363,7761
2030-05-02,7318,2486,12
2030-05-03,8555,6275,41
2030-05-04,403,5375,3444
2030-05-05,212,371,3407
2030-05-06,7918,1632,2236
2030-05-07,4337,4491,1821
2030-05-08,7076,2366,6337
2030-05-09,5213,4615,1010
2030-05-10,5123,9961,9915
2030-05-11,8966,4655,1471
2030-05-12,2905,1968,641
2030-05-13,7183,4939,8820
2030-05-14,798,1783,6060
2030-05-15,9963,474,4901
